framework,device_name,input_size,batch_index,compute_count,data_transfer_count,compute_mean_ms,data_transfer_mean_ms,compute_var_ms,data_transfer_var_ms,compute_std_ms,data_transfer_std_ms
OpenCL,NVIDIA GeForce GTX 970,4145299456,1.0,4,4,3.054455,16.007649999999998,0.000459159033333329,0.11561039000000027,0.021427996484350304,0.34001527906845636
OpenCL,NVIDIA GeForce GTX 970,4145299456,2.0,4,4,3.0450875,16.3655,0.0002314476916666637,0.013904119999999973,0.01521340499910075,0.11791573262292006
OpenCL,NVIDIA GeForce GTX 970,4145299456,3.0,4,4,3.036095,16.286275,2.4168366666666125e-05,0.023307889166666294,0.004916133304403586,0.15266921486228419
OpenCL,NVIDIA GeForce GTX 970,4145299456,4.0,4,4,3.0404725,16.334675,0.0003046712916666658,0.014656182500000198,0.01745483576739311,0.12106272134724297
OpenCL,NVIDIA GeForce GTX 970,4145299456,5.0,4,4,3.0365525,16.627200000000002,5.998409166666373e-05,0.283464080000002,0.007744939745838164,0.5324134483650859
OpenCL,NVIDIA GeForce GTX 970,4145299456,6.0,4,4,3.0519350000000003,16.359425,0.0005515022999999995,0.22982708250000097,0.023484086101017418,0.47940283947845047
OpenCL,NVIDIA GeForce GTX 970,4145299456,7.0,4,4,3.0426875,16.247875,0.0002694754249999934,0.05706360916666686,0.01641570665551725,0.23887990532204015
OpenCL,NVIDIA GeForce GTX 970,4145299456,8.0,4,4,3.044575,16.450400000000002,0.0003652715666666628,0.1249328133333335,0.01911207907755362,0.35345836152697463
OpenCL,NVIDIA GeForce GTX 970,4145299456,9.0,4,4,3.062215,16.018225,0.0004503497666666653,0.05674566916666682,0.02122144591366633,0.23821349492979363
OpenCL,NVIDIA GeForce GTX 970,4145299456,10.0,4,4,3.030345,16.260525,7.213166666666362e-06,0.07644164250000031,0.0026857339158349925,0.27648081759861803
OpenCL,NVIDIA GeForce GTX 970,6461587456,1.0,3,3,4.75763,25.3094,0.001482649599999984,0.017993830000000086,0.038505189260669585,0.1341410824468033
OpenCL,NVIDIA GeForce GTX 970,6461587456,2.0,3,3,4.752243333333333,25.43873333333333,0.0013760686333333506,0.054979143333333716,0.03709539908578085,0.2344763172120667
OpenCL,NVIDIA GeForce GTX 970,6461587456,3.0,3,3,4.7793833333333335,25.493033333333333,6.2670333333351455e-06,0.08163770333333405,0.002503404348748948,0.2857231235537895
OpenCL,NVIDIA GeForce GTX 970,6461587456,4.0,3,3,4.76478,25.404966666666667,0.0008490927999999717,0.003527943333333336,0.029139196969030765,0.05939649260127517
